track.name,Song_title.x,Artist,Genre,file_name,song_id,danceability,energy,key,key_name,loudness,mode,mode_name,speechiness,acousticness,instrumentalness,liveness,valence,valence_1000songs,std_valence_1000songs,arousal_1000songs,std_arousal_1000songs,tempo,track.id,track.preview_url,track.uri
Better Do It Now,Better Do It Now,Spade Cooley &  the Western Swing Dance Gang Feat. Tex Williams,Country,368.mp3,368,0.578,0.29,3,D#,-15.696,1,major,0.1,0.753,0.844,0.104,0.849,6.1,1.6633,4.8,1.9322,187.103,0eLMWVpqki9Xp7fIt7ZHjG,https://p.scdn.co/mp3-preview/5e5f9b28bf5dfbc9b170678c9f5c44e8765fffb5?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:0eLMWVpqki9Xp7fIt7ZHjG
Little Wooden Church,Little Wooden Church,The Trumpeteers,Country,370.mp3,370,0.338,0.204,11,B,-13.237,1,major,0.0516,0.966,0.00233,0.129,0.249,3.4,1.8974,3.8,1.9889,59.657,3BMPGBCQiga87DG4ZnFnnK,NA,spotify:track:3BMPGBCQiga87DG4ZnFnnK
Runaway Puppy,Runaway Puppy,QQQ,Country,372.mp3,372,0.497,0.733,6,F#,-6.961,0,minor,0.0652,0.215,0.00101,0.086,0.415,4.8,1.8135,3.6,1.2649,104.301,4U061tvhqnsqXiwv7Wy16o,https://p.scdn.co/mp3-preview/32bce8b9fbfd7faab0e3e814e5d68c87378e87de?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:4U061tvhqnsqXiwv7Wy16o
Whirlwind Dance,Whirlwind Dance,Ghost Hunter,Electronic,384.mp3,384,0.471,0.44,4,E,-19.393,0,minor,0.128,0.00487,0.902,0.106,0.272,4.1,1.6633,3.6,1.4298,169.47,670EMjYclGjCv8sIjRTCXW,https://p.scdn.co/mp3-preview/0233ba8f84f692414d66e2c988c2b1289cacd875?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:670EMjYclGjCv8sIjRTCXW
Lysine,Lysine,Max Tundra,Electronic,393.mp3,393,0.809,0.749,0,C,-6.814,1,major,0.0553,0.00112,0.097,0.0569,0.714,6.4,0.69921,6,0.8165,101.88,0M9aZPwt9ROMYtVOuezX9t,https://p.scdn.co/mp3-preview/6d96674627a7f8d1de4cbcd9a493b5d6766a40f2?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:0M9aZPwt9ROMYtVOuezX9t
Mercy,Mercy,Lucky Dragons,Electronic,397.mp3,397,0.542,0.695,11,B,-8.395,0,minor,0.361,0.596,0.306,0.0904,0.825,7,1.4142,7,1.3333,158.268,0dtmgRnSrckT7IkmUv9ZV0,https://p.scdn.co/mp3-preview/cd03a839a1e00fcde039f99182b901da8c8828e6?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:0dtmgRnSrckT7IkmUv9ZV0
Quittin' Time,Quittin' Time,Patrick Lee,Electronic,402.mp3,402,0.761,0.833,7,G,-5.416,0,minor,0.0317,0.0207,0.882,0.397,0.783,7.1,0.99443,7.1,1.1005,124.976,4ctmWvyGFz7sZgephM7GyP,https://p.scdn.co/mp3-preview/1290e532b9784ef1e6d67bc2d4e6865ce1ed2279?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:4ctmWvyGFz7sZgephM7GyP
Presenterator,Presenterator,Kevin MacLeod,Electronic,405.mp3,405,0.594,0.552,5,F,-11.951,1,major,0.0284,1.76e-5,0.724,0.11,0.513,7.4,0.96609,6.1,2.0248,130.049,25oGlmITzv3o22UDAI8jlm,https://p.scdn.co/mp3-preview/e570931b22715739ba3e33b388c628efd8c80aa2?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:25oGlmITzv3o22UDAI8jlm
Stars,Stars,Decktonic,Electronic,425.mp3,425,0.767,0.948,4,E,-6.225,0,minor,0.0544,0.0376,0.871,0.148,0.251,6.8,0.91894,7.1,0.73786,119.995,12cE7tSo1RvQPHizUfkJND,https://p.scdn.co/mp3-preview/de7b79b8eb9a71c164a7de37acf13822c5ae95ae?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:12cE7tSo1RvQPHizUfkJND
How Exciting,How Exciting,Revolution Void,Electronic,428.mp3,428,0.827,0.806,11,B,-9.401,1,major,0.134,0.0664,0.603,0.145,0.796,6.6,0.96609,6.6,1.075,116.495,22Vu2ckXfkAwylo5xM0HKX,https://p.scdn.co/mp3-preview/a2c59a571be367fff9f72ee00285be614361461e?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:22Vu2ckXfkAwylo5xM0HKX
Divider,Divider,Chris Zabriskie,Electronic,429.mp3,429,0.58,0.0557,8,G#,-31.855,1,major,0.0861,0.918,0.959,0.0932,0.34,4.3,2.0028,3.3,1.1595,174.059,7nYXrepLTmVqg4dpfDYjTZ,https://p.scdn.co/mp3-preview/17347d865bcc49cc1b5ed1047ab2f911d984cbf7?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:7nYXrepLTmVqg4dpfDYjTZ
Oh Wee,Oh Wee,Immortal Beats,Electronic,440.mp3,440,0.314,0.758,4,E,-3.778,1,major,0.109,0.188,0.0081,0.112,0.616,6.3,1.8288,5.3,2.2632,87.312,0s8MuH1xqaWWGBYaUWPbS8,https://p.scdn.co/mp3-preview/f1e121035b230335d528c71f6db67b149cdd4bc2?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:0s8MuH1xqaWWGBYaUWPbS8
Expedition Chant Cup,Expedition Chant Cup,Music For Your Plants,Electronic,455.mp3,455,0.437,0.797,7,G,-5.138,0,minor,0.0724,0.002,0.906,0.141,0.147,5.7,1.2517,5.4,1.8379,179.997,3U5F49DyfR8lKR35HdPPgN,https://p.scdn.co/mp3-preview/66fd36a4d8248ea2c7f2b97bc1778c874eb307f3?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:3U5F49DyfR8lKR35HdPPgN
Night Drive,Night Drive,Decktonic,Electronic,477.mp3,477,0.568,0.839,7,G,-6.138,1,major,0.0995,0.168,0.827,0.0969,0.942,7.2,1.2293,7.1,1.5951,127.873,1ld1S5JtsmJk1Dh8w3MiYZ,https://p.scdn.co/mp3-preview/f6a68aea2f5229eef3956fa977b92d4fa5193127?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:1ld1S5JtsmJk1Dh8w3MiYZ
LA,LA,Julian Winter,Electronic,482.mp3,482,0.189,0.303,0,C,-28.208,0,minor,0.0915,0.939,0.921,0.682,0.373,3.5,2.3214,1.9,0.73786,74.616,2egXy8Fo7ZvKYiiZ9cAQ7l,https://p.scdn.co/mp3-preview/bf636fd11587f6b360e6f0d17b0b91f5b325e22b?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:2egXy8Fo7ZvKYiiZ9cAQ7l
Neurociencia,Neurociencia,Pulselooper,Electronic,486.mp3,486,0.206,0.658,1,C#,-9.149,0,minor,0.0542,0.472,0.914,0.135,0.033,5.7,1.7029,6.2,1.9322,173.128,64hIZK7RhaCczR2VyXITeF,https://p.scdn.co/mp3-preview/859ba8bc2177b92cea2afbd421a7c983c7133a30?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:64hIZK7RhaCczR2VyXITeF
Pink Fuzz!,Pink Fuzz!,The Protagonist!,Electronic,489.mp3,489,0.392,0.704,0,C,-6.405,1,major,0.0448,0.508,0.79,0.0808,0.611,5.2,1.8738,4.6,1.8379,189.959,06hFfsNqGq6m5pA2m1lwAz,https://p.scdn.co/mp3-preview/0f6c8645e1185927d70d40da0f6b8501a0529ddd?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:06hFfsNqGq6m5pA2m1lwAz
Beryllos,Beryllos,M-PeX,Electronic,492.mp3,492,0.607,0.681,7,G,-13.322,1,major,0.0273,0.365,0.913,0.107,0.106,4.8,1.8135,4.4,2.0111,142.014,51sJdiWD7N3c0kV3UtWTrr,https://p.scdn.co/mp3-preview/b63f71fd1626477ae458443f4795cb97da8e61cf?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:51sJdiWD7N3c0kV3UtWTrr
Like Home,Like Home,Keshco,Folk,506.mp3,506,0.265,0.277,2,D,-15.712,1,major,0.0324,0.973,0.771,0.669,0.0389,4.1,1.4491,2.9,0.99443,112.458,0muPsaysTFsIIpTTvfIB6n,https://p.scdn.co/mp3-preview/892265adf7df9e20e89a378fa2ed018fd9d599f3?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:0muPsaysTFsIIpTTvfIB6n
Hash Smuggler's Blues,Hash Smugglers Blues,Plankton Wat,Folk,515.mp3,515,0.7,0.282,2,D,-12.737,0,minor,0.0294,0.73,0.877,0.11,0.168,3.4,1.2649,3.8,1.4757,98.601,2Id7wfEXfpVxanV7OhFiLw,https://p.scdn.co/mp3-preview/632d8b0d726b28f6742711156a2410189aecfd6d?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:2Id7wfEXfpVxanV7OhFiLw
Burning School,Burning School,Free Piece of Tape,Folk,518.mp3,518,0.338,0.507,10,A#,-10.793,1,major,0.0352,0.974,0.916,0.11,0.0353,3.4,1.1738,4.1,1.792,125.076,2PlIqAjDbtsk2fR3tl5F0q,https://p.scdn.co/mp3-preview/506c409dedce3894bc98b6d7d4b0dbf3075c36a5?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:2PlIqAjDbtsk2fR3tl5F0q
Broken Spell,Broken Spell,Moore & Sons,Folk,520.mp3,520,0.346,0.573,2,D,-8.336,1,major,0.0351,0.576,1.62e-4,0.245,0.563,5.5,1.4337,4,1.633,87.872,0BqYieNhZk698MtuD73bGA,https://p.scdn.co/mp3-preview/3f33432bd6186adbaaa4046709d8292216c0fdf2?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:0BqYieNhZk698MtuD73bGA
Old Strange,Old Strange,Black Twig Pickers and Steve Gunn,Folk,521.mp3,521,0.311,0.389,0,C,-12.867,1,major,0.0273,0.804,0.708,0.107,0.627,4.6,2.1705,3.8,1.6193,174.491,1D4Vky2ahLps2vwB41MAse,https://p.scdn.co/mp3-preview/8a0e465efe20cd6ca935f1ddcf76ffed46788892?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:1D4Vky2ahLps2vwB41MAse
Harmless Blues,Harmless Blues,Moore & Sons,Folk,551.mp3,551,0.655,0.514,7,G,-8.25,0,minor,0.0247,0.195,8.33e-6,0.132,0.527,4,1.4907,3.2,1.5492,87.168,3wTqet6DVASFa3zVUgOzfK,https://p.scdn.co/mp3-preview/467b6740628148c38ed3a5ae17f2027941159084?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:3wTqet6DVASFa3zVUgOzfK
Good Night Heart,Good Night Heart,My Bubba & Mi,Folk,558.mp3,558,0.692,0.064,10,A#,-17.136,0,minor,0.151,0.906,0,0.189,0.161,3.2,1.7512,2.8,1.9322,47.608,33qjT2VExKMMVOety5ZJOZ,https://p.scdn.co/mp3-preview/cf55b7e3cd228cb232296aaf43333fbe484245ae?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:33qjT2VExKMMVOety5ZJOZ
Solemn Ground,Solemn Ground,Fit and the Conniptions,Folk,564.mp3,564,0.571,0.636,6,F#,-6.2,0,minor,0.0885,0.153,0.0128,0.107,0.701,4.9,1.7288,4.7,1.767,130.151,16bkFyNokX111e8Hr731WH,https://p.scdn.co/mp3-preview/3b17ddc35aaf1584f876f894c18e707f9a0ce247?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:16bkFyNokX111e8Hr731WH
Cattails,Cattails,Kevin MacLeod,Folk,574.mp3,574,0.5,0.282,9,A,-11.703,1,major,0.0292,0.739,0.959,0.164,0.274,4.8,2.044,4.5,2.1731,153.998,4m2M0cHKabmJiX9PXbeKRw,https://p.scdn.co/mp3-preview/d53afc3e32002a2426004f73a39e450a4493fa86?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:4m2M0cHKabmJiX9PXbeKRw
Grass Above My Head,Grass Above My Head,Cian Nugent,Folk,580.mp3,580,0.312,0.332,2,D,-11.741,1,major,0.0334,0.303,0.914,0.0935,0.178,4.4,1.3499,2.4,1.075,96.578,3M40DY6ksnxfdh7remQrWm,https://p.scdn.co/mp3-preview/c7b2b206db469855f47b33e22abcbecec11a357e?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:3M40DY6ksnxfdh7remQrWm
Mona Lisa,Mona Lisa,Atlas Sound,Folk,581.mp3,581,0.551,0.788,7,G,-10.594,1,major,0.0337,0.339,5.82e-4,0.0945,0.792,6,1.0541,5.3,1.2517,124.995,2XYRxeXd56lzqTBzO41ARO,https://p.scdn.co/mp3-preview/a91ffd0ee84b85c86d95c37db29ab8c430c38a73?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:2XYRxeXd56lzqTBzO41ARO
Whoopee Ti Yi Yo,Whoopee Ti Yi Yo,The Sons Of The Pioneers,Folk,591.mp3,591,0.707,0.38,0,C,-7.873,1,major,0.0404,0.975,0,0.142,0.734,6.2,2.201,5.7,1.767,84.171,3xtJyWD9JxzuTbvawSCUHf,NA,spotify:track:3xtJyWD9JxzuTbvawSCUHf
Wafternoon,Wafternoon,Keshco,Folk,597.mp3,597,0.546,0.74,1,C#,-6.39,1,major,0.173,0.579,1.97e-5,0.552,0.805,6.4,0.84327,4.8,1.8738,140.594,0ADGgWYLvpoS06eKZsm8P0,https://p.scdn.co/mp3-preview/23c82796f8d2185bd9679703733067de86b89986?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:0ADGgWYLvpoS06eKZsm8P0
Flirt,Flirt,The Simple Carnival,Folk,605.mp3,605,0.807,0.327,2,D,-12.731,0,minor,0.0456,0.76,5.19e-4,0.11,0.739,6,1.633,4.4,1.8379,121.462,7lVGiRlNzKa9eVbet7NB5C,https://p.scdn.co/mp3-preview/1b2e7982c45d72cf924e9eba4e99edbaacb06b7e?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:7lVGiRlNzKa9eVbet7NB5C
Past Has Not Passed,Past Has Not Passed,James Blackshaw,Folk,607.mp3,607,0.197,0.337,5,F,-13.986,1,major,0.0326,0.665,0.958,0.325,0.0361,6.1,1.3703,4.4,1.8379,133.14,3QkVkQSFbvq2ACymmljGJb,https://p.scdn.co/mp3-preview/f6e056edc551a5b73cb33f823e183d39e66893fe?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:3QkVkQSFbvq2ACymmljGJb
Eter,Eter,M-PeX,Folk,609.mp3,609,0.686,0.884,7,G,-9.884,1,major,0.0588,0.189,0.917,0.307,0.648,5.5,1.6499,4.9,2.1318,141.952,6wsf2vElUVzC5zTJxYW77x,https://p.scdn.co/mp3-preview/8c0868f7ca107ab0ace15f1f6dc600cfca91d690?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:6wsf2vElUVzC5zTJxYW77x
I Want To Destroy Something Beautiful,I Want To Destroy Something Beautiful,Josh Woodward,Folk,614.mp3,614,0.448,0.565,6,F#,-7.934,1,major,0.0319,0.0389,7.77e-6,0.089,0.106,3.7,1.4181,4.3,1.567,144.056,45zaCeII3wUZBgwzQBoMng,https://p.scdn.co/mp3-preview/3e5384b6420f5bad4ce5979d39041ca27a20a523?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:45zaCeII3wUZBgwzQBoMng
Aqua,Aqua,M-PeX,Folk,620.mp3,620,0.622,0.894,10,A#,-10.635,0,minor,0.0432,0.241,0.899,0.1,0.302,4.4,1.6465,5.8,1.3166,142.028,2RJHvwcvaSIxkPE4ZZgPR8,https://p.scdn.co/mp3-preview/12e27069be662ad9a464c391491f1cf1f74a6cb0?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:2RJHvwcvaSIxkPE4ZZgPR8
Hungaria,Hungaria,Latché Swing,Jazz,628.mp3,628,0.94,0.472,2,D,-6.638,1,major,0.0815,0.848,0.852,0.0969,0.884,6.8,1.7512,4.9,2.1833,120.146,63t5ckxexn21dzDt857cAf,https://p.scdn.co/mp3-preview/acb9c0b5d7b828619299aac27ab7f6f701c1a8c7?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:63t5ckxexn21dzDt857cAf
Forward,Forward,Northbound,Jazz,632.mp3,632,0.676,0.591,8,G#,-7.717,0,minor,0.0288,0.0152,0.513,0.083,0.646,5.4,1.8974,4.2,2.201,97.488,4HkwnTVDlQ3Qxa8pNaTkZM,https://p.scdn.co/mp3-preview/e6640bf51e746d904d129eb5ec4f0096af23cf6b?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:4HkwnTVDlQ3Qxa8pNaTkZM
Winter Sunshine,Winter Sunshine,Evgeny Grinko,Jazz,638.mp3,638,0.254,0.07,0,C,-24.289,1,major,0.042,0.995,0.929,0.0946,0.0768,4.4,1.7127,3.2,1.5492,93.44,6C2lU5SQQcmAjINZGMNsJy,https://p.scdn.co/mp3-preview/2c9e7fd819235c8c7dfadafc56e4a782a5ac7542?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:6C2lU5SQQcmAjINZGMNsJy
Scattered Knowledge,Scattered Knowledge,Revolution Void,Jazz,647.mp3,647,0.451,0.504,1,C#,-13.192,0,minor,0.0351,0.0376,0.876,0.0849,0.174,5.8,0.91894,3,1.0541,88.021,0VHU5r5ygB9W1eolsHgAlV,https://p.scdn.co/mp3-preview/055805c2e705c3724d9b8a81e4548e2cabf0c402?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:0VHU5r5ygB9W1eolsHgAlV
I Remember You,I Remember You,Nature,Jazz,649.mp3,649,0.448,0.501,5,F,-9.146,1,major,0.0318,0.894,0.652,0.0964,0.202,6.7,0.67495,6.2,1.0328,104.663,26xmR9YgWxx84ybG7LyDcb,https://p.scdn.co/mp3-preview/9bea772b14edb150ed0534f6ed0f56617b3749e4?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:26xmR9YgWxx84ybG7LyDcb
Balancing Act,Balancing Act,The Underscore Orkestra,Jazz,651.mp3,651,0.652,0.492,9,A,-11.116,1,major,0.174,0.24,0,0.236,0.782,7.1,0.73786,6.4,1.075,133.911,5Xw4bKEFSMAOCASvmNwSrJ,https://p.scdn.co/mp3-preview/affc40e564a92782ee9723762b9635ca42809abf?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:5Xw4bKEFSMAOCASvmNwSrJ
Sweet Georgia Brown,Sweet Georgia Brown,Latché Swing,Jazz,665.mp3,665,0.923,0.431,2,D,-5.893,1,major,0.0601,0.565,0.962,0.1,0.946,6.2,1.6865,5.7,1.8288,117.001,3tErGlmiNA0zKnEdeNqRkI,https://p.scdn.co/mp3-preview/4459fbbf7fef1c59c3bf4d6833eecd71583100ee?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:3tErGlmiNA0zKnEdeNqRkI
Menilmontant,Menilmontant,Latché Swing,Jazz,671.mp3,671,0.824,0.328,7,G,-6.73,1,major,0.0866,0.832,0.803,0.331,0.488,3.7,1.6364,3.1,1.5951,93.041,6QFcy3WXiKlVf5b9HxLipB,https://p.scdn.co/mp3-preview/5e20512b9ef232b866e37ae397bd2357469d402e?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:6QFcy3WXiKlVf5b9HxLipB
Chosen Kale Mazel Tov,Chosen Kale Mazel Tov,The Underscore Orkestra,Jazz,676.mp3,676,0.393,0.603,2,D,-9.621,0,minor,0.0844,0.105,0.00752,0.158,0.772,6.6,2.5033,6.6,2.5033,157.401,4HmtGWAYWHAJRHwDR8p8Y1,https://p.scdn.co/mp3-preview/3a9ace0094231e4274396dee4322c186400bdb32?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:4HmtGWAYWHAJRHwDR8p8Y1
Impressive,Impressive,Mystic Morrison Visions,Jazz,693.mp3,693,0.352,0.746,11,B,-9.157,0,minor,0.0536,0.025,0.178,0.22,0.694,5.3,2.0575,6.2,1.6865,112.002,64wnQ02z7UindpWdWHD0Ph,https://p.scdn.co/mp3-preview/bf58c8e92cc4aea039f436656c470897b2a6d3ac?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:64wnQ02z7UindpWdWHD0Ph
Jovanko,Jovanko,The Underscore Orkestra,Jazz,709.mp3,709,0.431,0.475,7,G,-8.476,1,major,0.0493,0.476,0.0263,0.11,0.764,5,1.8856,5.8,1.5492,197.81,2oyBVKmbKn7XFhX6G9Todz,https://p.scdn.co/mp3-preview/d01c43b41fab96da59527d9c9db96ec1c151d495?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:2oyBVKmbKn7XFhX6G9Todz
Dances and Dames,Dances and Dames,Kevin MacLeod,Jazz,711.mp3,711,0.591,0.0676,8,G#,-27.349,1,major,0.0461,0.798,0.905,0.111,0.627,3.1,1.1972,2.9,1.1972,120.018,4tYNRUh16ub8NVvLqqZu7x,https://p.scdn.co/mp3-preview/d5476327ed04299255b1a462b2d0a48ff5b9e4ad?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:4tYNRUh16ub8NVvLqqZu7x
As I Figure,As I Figure,Kevin MacLeod,Jazz,712.mp3,712,0.788,0.281,4,E,-19.16,0,minor,0.0393,0.871,0.863,0.106,0.676,5.3,1.4944,3.4,1.1738,120.01,0GorvgaFJD0T7W2c2PRwwX,https://p.scdn.co/mp3-preview/aca4a659c9495adbd7bc6b070994ef8242805769?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:0GorvgaFJD0T7W2c2PRwwX
Underscore Underwear,Underscore Underwear,The Underscore Orkestra,Jazz,717.mp3,717,0.716,0.197,2,D,-16.521,1,major,0.0603,0.277,1.92e-4,0.102,0.555,4.9,1.2867,4.5,1.354,109.953,0wSDp25h0gNaVLDVS9JI9c,https://p.scdn.co/mp3-preview/b04055ac09b45eb0c0dadfce9fa6c0e0141eafb2?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:0wSDp25h0gNaVLDVS9JI9c
Cocek,Cocek,The Underscore Orkestra,Jazz,718.mp3,718,0.529,0.415,7,G,-11.435,1,major,0.0317,0.579,0.0331,0.101,0.622,6.5,1.7159,5.9,1.6633,93.921,1r10cOQkbZaltrcIIri9wi,https://p.scdn.co/mp3-preview/f1d17ce04842a1251a73ef0a2b10cf70390a5183?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:1r10cOQkbZaltrcIIri9wi
Mic Check,Mic Check,Nature,Jazz,721.mp3,721,0.694,0.86,7,G,-9.818,1,major,0.345,0.241,0,0.109,0.623,5.5,1.0801,5.7,1.8886,140.076,6bks0Y6VHePtYzto4doYmK,https://p.scdn.co/mp3-preview/af5b86f3cb3bb98c474e1f627cc3e6bbcf279f8c?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:6bks0Y6VHePtYzto4doYmK
April Showers,April Showers,ProleteR,Jazz,723.mp3,723,0.801,0.546,11,B,-7.256,1,major,0.132,0.28,0.929,0.141,0.902,7.2,1.1353,6.5,1.8409,94,04KsMCb9PZE2S0AtUU8Jhb,https://p.scdn.co/mp3-preview/fb4523e842271ccbe3d7a1c4e23e7da69536768d?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:04KsMCb9PZE2S0AtUU8Jhb
Octopus,Octopus,Mystic Morrison Visions,Jazz,725.mp3,725,0.557,0.611,2,D,-9.756,1,major,0.0588,0.214,0.475,0.322,0.683,5.1,1.5239,5.1,1.792,91.309,4jWjLcGgd1EudYl89puQ0d,https://p.scdn.co/mp3-preview/9669041f5c8f6e1fb96a40256b506ae374f283e3?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:4jWjLcGgd1EudYl89puQ0d
Magdalena,Magdalena,The Underscore Orkestra,Jazz,728.mp3,728,0.367,0.463,7,G,-8.873,1,major,0.0412,0.59,1.58e-4,0.061,0.387,7.5,1.2693,6.9,1.8529,81.594,3jWdKp1RnPFQOOmiJh7GZq,https://p.scdn.co/mp3-preview/5a52b1d1fb9cd1cbc661733f235082a3bb24e174?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:3jWdKp1RnPFQOOmiJh7GZq
Dobur Vecher,Dobur Vecher,The Underscore Orkestra,Jazz,732.mp3,732,0.431,0.468,7,G,-9.916,1,major,0.0474,0.139,1.04e-5,0.0794,0.809,6.3,0.94868,5.6,1.8379,196.669,0ZjFBRNp9ywjGJ75TIinYe,https://p.scdn.co/mp3-preview/736bccf10a2e9013ff3b4034b1ee59187170c79d?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:0ZjFBRNp9ywjGJ75TIinYe
Mad About You,Mad About You,Yair Yona,Jazz,733.mp3,733,0.304,0.341,5,F,-10.815,1,major,0.0304,0.686,0.895,0.136,0.104,5,1.5635,4.3,1.4944,138.838,10qtastwfJzlRMwYsKg4rp,https://p.scdn.co/mp3-preview/b46f79038485a2297cc932cb496acf1eb20c951d?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:10qtastwfJzlRMwYsKg4rp
Invisible Walls,Invisible Walls,Revolution Void,Jazz,735.mp3,735,0.678,0.498,10,A#,-9.864,0,minor,0.0354,0.0134,0.766,0.0985,0.626,4.9,0.99443,4.3,1.0593,94.064,1RppQvUL0uzitlS0NuvMOI,https://p.scdn.co/mp3-preview/9728fe7e2f5bb7aeb50061537eb240150fce92d3?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:1RppQvUL0uzitlS0NuvMOI
Some Other Place,Some Other Place,DJ Harrison,Jazz,737.mp3,737,0.498,0.391,4,E,-14.077,1,major,0.0311,0.782,0.00294,0.105,0.299,4.9,1.2867,4.1,0.99443,149.763,6SskqEqhYXedFp39KhosHh,https://p.scdn.co/mp3-preview/6ad796b297de39abea4357582f292e8cb8d1d5a1?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:6SskqEqhYXedFp39KhosHh
Blue Draggish,Blue Draggish,The Underscore Orkestra,Jazz,738.mp3,738,0.668,0.511,2,D,-9.519,0,minor,0.0439,0.438,1.24e-4,0.101,0.679,6.2,1.3984,5.5,1.5092,144.95,5Ocs6TpIC2UMySFPUGOqGh,https://p.scdn.co/mp3-preview/af7c40a35cbacd32a497260b6e81c204f0d32da1?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:5Ocs6TpIC2UMySFPUGOqGh
Broken String,Broken String,The Underscore Orkestra,Jazz,741.mp3,741,0.712,0.167,2,D,-16.378,1,major,0.0723,0.586,0.37,0.292,0.413,4.4,1.5776,4.6,1.5776,114.227,2Ar1NiGkBxbnfF6E7pTVK4,https://p.scdn.co/mp3-preview/8beee750d98b94c3144ed11809a2689b27f251ad?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:2Ar1NiGkBxbnfF6E7pTVK4
Tasky,Tasky,Blue Swerver,Jazz,743.mp3,743,0.633,0.451,1,C#,-10.596,1,major,0.265,0.758,0.00893,0.0965,0.473,5,2.0548,3.1,1.5239,123.426,1ymx4SZ3drxdYGUzgWK7C2,https://p.scdn.co/mp3-preview/6551354d50aba175258c2ac527b879c11470c750?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:1ymx4SZ3drxdYGUzgWK7C2
Capadócia,Capadócia,Thiago França,Jazz,744.mp3,744,0.756,0.549,6,F#,-9.878,1,major,0.0761,0.212,0.851,0.102,0.645,5.5,1.1785,6.1,1.3703,142.948,01vHPjEbX2LUG1BAHELAcm,https://p.scdn.co/mp3-preview/cfb71300594c980ebf8bdc648d43f075764903d9?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:01vHPjEbX2LUG1BAHELAcm
